CONCEPT,POLARITY
less-than-lethal,negative
less_affluent,positive
less_apt,positive
less_attractive,positive
less_bulky,positive
less_costly,negative
less_dogmatic,positive
less_enthusiastic,negative
less_excusable,negative
less_expensive,positive
less_fortunate,positive
less_frequent,positive
less_frequently,positive
less_hassle,negative
less_hectic,negative
less_hospitable,negative
less_item,negative
less_judgmental,positive
less_likely,positive
less_marine_opisthobranch,positive
less_optimistic,negative
less_permeable,negative
less_potent,positive
less_profitable,positive
less_prone,negative
less_pulmonate_gastropod,positive
less_quality,positive
less_remunerative,positive
less_saturated_fat,positive
less_stressful,negative
less_susceptible,negative
less_tolerant,positive
less_virulent,negative
lessee,positive
lessen,negative
lessen_competition,positive
lessened,negative
lesser,negative
lesser-known,negative
lesser_amount,positive
lesser_burdock,positive
lesser_butterfly_orchid,negative
lesser_celandine,negative
lesser_centaury,negative
lesser_charge,positive
lesser_occipital_nerve,negative
lesser_spearwort,positive
lesser_trochanter,positive
lesson,positive
let,positive
let_alone,negative
let_alone_thrive,positive
let_body_recover,positive
let_down,negative
let_em,negative
let_er_rip,negative
let_go,positive
let_go_of,positive
let_in,positive
let_know,negative
let_loose,positive
let_off_steam,positive
let_out,positive
let_rip,negative
let_up,negative
let_win,negative
letch,negative
letdown,negative
lethal,negative
lethal_injection,negative
lethal_strain,negative
lethally,negative
lethargic,negative
lethargy,negative
letter,positive
letter_alphabet,positive
letter_mlitt,positive
letter_opener,positive
letter_scale,positive
letter_sign,positive
letter_slot,positive
letterbook,positive
letterbox,positive
letterhead,positive
letterman_jacket,negative
letteth,negative
lettin,negative
letting_go,positive
letting_loose,negative
lettuce,negative
lettuce_leaf,positive
leucaena,positive
leucaena_leucocephala,positive
leucippe,negative
leucocyte,positive
leucopogon,positive
leucorrhoea,negative
leukaemia,negative
leukemia,negative
leukocyte,positive
leukodystrophy,negative
leukoencephalopathy,negative
leukotriene,negative
leur_demande,positive
leuven,negative
lev_landau,positive
lev_manovich,negative
levator,negative
level,positive
level_one,positive
level_trough,negative
levelheaded,positive
leveling_off,positive
levelling_off,positive
lever,negative
lever_arm,positive
leverage,positive
leverpostej,positive
leveson_style,positive
levett,negative
levett_family,positive
leviable,positive
leviathan,negative
levied_upon,negative
levine,negative
levirate,positive
levitate,positive
levitating,negative
leviticus,positive
levity,positive
levodopa_carbidopa,positive
levothyroxine,negative
levothyroxine_sodium,negative
lew_rockwell,positive
lewd,negative
lewdly,negative
lewdness,negative
lewy_body_dementia,negative
lex_luthor,positive
lex_regia,negative
lexica,positive
lexical_database,positive
lexical_phonology,negative
lexical_semantic,negative
lexically,positive
lexicographer,positive
lexicon,positive
lexus_dealership,negative
lexus_suv,positive
lexx,negative
ley,negative
leyden_jar,negative
leyte,positive
leyte_gulf,positive
lezak,negative
lfgar,negative
lfgifu,negative
lgv,negative
lhakpa,negative
lhotse,negative
li_fraumeni_syndrome,positive
li_pendens,positive
liability,negative
liability_insurance_policy,positive
liable,positive
liaise,positive
liaise_with,positive
liaises_with,positive
liaising_with,positive
liaison,positive
liaison_between,positive
liaison_office,positive
liaison_officer,positive
liaisons_between,positive
liam_walsh,positive
liar,negative
liasing_with,positive
liason,positive
liason_between,positive
lib,positive
libation,positive
libby_prison,negative
libel,positive
libel_action,positive
libel_suit,positive
libeller,negative
liberal,positive
liberal_activist,positive
liberal_art_education,positive
liberal_candidate,positive
liberal_capitalism,negative
liberal_constitutionalism,negative
liberal_democracy,negative
liberal_democratic,positive
liberal_faction,negative
liberal_humanism,positive
liberal_ideology,positive
liberal_individualism,positive
liberal_internationalism,positive
liberal_internationalist,positive
liberal_judicial_activism,positive
liberal_orthodoxy,negative
liberal_party_candidate,positive
liberal_party_politician,positive
liberal_politician,positive
liberal_preselection,positive
liberal_protestantism,negative
liberal_statesman,positive
liberal_theology,negative
liberalism,positive
liberality,negative
liberally,positive
liberate,positive
liberation,positive
liberation_struggle,positive
libertarian,positive
libertarian_ideology,positive
libertarian_movement,positive
libertarian_party,positive
libertarian_perspective,positive
libertarian_philosophy,positive
libertarian_socialism,positive
libertarian_socialist,positive
libertarianism,positive
libertine,negative
libertinism,positive
liberty,positive
libidinal,negative
libidinous,negative
libidinousness,negative
libido,positive
librarian,positive
librarianship,positive
library,positive
library_collection,positive
library_project_imslp,positive
librarythe,positive
libtiff,negative
libwrap,negative
licence,positive
license,positive
license_expire,positive
license_plate,positive
license_suspension,negative
licensed_acupuncturist,negative
licensed_conveyancer,positive
licensed_electrician,positive
licensed_mortician,negative
licensed_practical,negative
licensed_psychologist,negative
licensing_agreement,positive
licentious,negative
licentiously,negative
licentiousness,negative
licet,positive
lichen,negative
lichen_planus,negative
lichen_ruber_planus,negative
licit,positive
lick,positive
lick_creek,positive
lick_finger,negative
licker,positive
licking,negative
licking_ice_cream,positive
licorice,positive
licorice_root,positive
lictor,negative
lid,positive
liddle_syndrome,negative
lidless,positive
lie,negative
lie_ahead,positive
lie_around,positive
lie_back,positive
lie_brick,positive
lie_court,negative
lie_detection,negative
lie_detector,negative
lie_down,negative
lie_down_bed,positive
lie_down_close_eye,negative
lie_floor,negative
lie_forrit,negative
lie_group,positive
lie_idle,negative
lie_on_bed,positive
lie_on_grass,positive
lie_under_oath,negative
lie_with,positive
lieben,positive
lied_under_oath,negative
liege,negative
liege_lord,negative
liegt,positive
lien_against,positive
lienchiang_county,negative
lier,negative
lies_ahead,positive
lieut,positive
lieutenant,positive
lieutenant-colonel,positive
lieutenant_aboard,positive
lieutenant_admiral,positive
lieutenant_colonel,positive
lieutenant_commander,positive
lieutenant_general,positive
lieutenant_governor,positive
life,positive
life-altering,positive
life-and-death,positive
life-blood,positive
life-long_mate,positive
life-or-death,positive
life-preserver,negative
life-shattering,positive
life_coach,positive
life_cycle,positive
life_cycle_cost,positive
life_end,negative
life_expectancy,positive
life_experience,positive
life_form,positive
life_goal,positive
life_jacket,positive
life_preserver,positive
life_raft,positive
life_ring,positive
life_science_biological,positive
life_span,positive
life_story,positive
life_style,positive
life_threatening_disease,negative
life_threatening_injury,negative
life_threatening_pneumonia,negative
life_without_parole,negative
lifeand,positive
lifebelt,positive
lifeblood,positive
lifeboat,negative
lifeboat_crew,negative
lifeboat_station,negative
lifeboatmen,negative
lifecycle,positive
lifeforce,positive
lifeform,negative
lifeguard,negative
lifeguard_duty,positive
lifejacket,positive
lifeless,negative
lifeless_body,negative
lifeless_matter,positive
lifelessly,positive
lifelike,positive
lifelong,positive
lifelong_bachelor,positive
lifelong_commitment,positive
lifelong_fascination_with,positive
lifelong_friend,positive
lifelong_immunity,positive
lifelong_interest,positive
lifelong_journey,positive
lifelong_love,positive
lifelong_nickname,positive
lifelong_obsession,positive
lifelong_passion,positive
liferaft,positive
lifesaver,positive
lifesaving,positive
lifespan,positive
lifestone,positive
lifestyle,positive
lifestyle_apparel,negative
lifestyle_brand,negative
lifestyle_change,negative
lifestyle_choice,positive
lifestyle_magazine,positive
lifethe,positive
lifetime,positive
lifetime_achievement,positive
lifetime_achievement_award,positive
lifetime_ban,negative
lifeworld,positive
liff_hyatt,negative
lift,positive
lift_arm,positive
lift_car,positive
lift_foot,positive
lift_leg,negative
lift_span,positive
lift_spirit,positive
lift_up,positive
lift_weight,negative
lifter,positive
lifter_puller,positive
lifteth,negative
liftgate,positive
lifting_heavy,negative
ligament,positive
ligament_damage,positive
ligament_injury,positive
ligament_strain,positive
ligament_tear,negative
ligamentous_laxity,negative
ligamentum,positive
lige,negative
liggett_group,negative
light,positive
light-duty,negative
light-hearted,positive
light_alloy,positive
light_armoured_vehicle,negative
light_beam,negative
light_breeze,negative
light_brown_hair,negative
light_bulb,positive
light_candle,negative
light_cigar,negative
light_cigarette,negative
light_colored,positive
light_colored_clothing,positive
light_complexion,positive
light_cruiser,negative
light_cyan,positive
light_dark,negative
light_diet,negative
light_dim,positive
light_drizzle,negative
light_emanating_from,negative
light_fire,negative
light_fixture,positive
light_flicker,negative
light_heavyweight_bout,positive
light_heavyweight_champion,positive
light_in_sky,positive
light_infantry_battalion,negative
light_instrument,negative
light_intensity,negative
light_machine_gun,negative
light_machinegun,positive
light_match,negative
light_metal,positive
light_microscope,positive
light_middleweight_champion,positive
light_photophobia,negative
light_pia_lot_of_light,positive
light_pipe,negative
light_pollution,negative
light_rail_line,positive
light_red,negative
light_reflex,negative
light_source,positive
light_soy_sauce,positive
light_up,positive
light_up_room,positive
light_weight,positive
lighted,positive
lighted_candle,positive
lighted_runway,negative
lighted_tube,positive
lighten,negative
lightening,positive
lighter,positive
lighter_air,positive
lighter_fluid,positive
lighter_skin,positive
lighter_tone,positive
lighter_water,negative
lighter_weight,negative
lighthearted,positive
lightheartedness,positive
lighthouse_tower,positive
lighting,negative
lighting_design,negative
lighting_fixture,negative
lightly_armored,negative
lightly_armoured,negative
lightly_butter,positive
lightly_coat,negative
lightly_floured_surface,positive
lightness,positive
lightning,negative
lightning_arrester,positive
lightning_flash,negative
lightning_storm,negative
lightning_strike,negative
lightoller,negative
lightsaber,positive
lightsome,positive
lightsomeness,positive
lightweight,positive
lightweight_aggregate,positive
lightweight_aluminium,positive
lightweight_aluminum,positive
lightweight_carbon,positive
lightweight_carbon_fiber,positive
lightweight_carbon_fibre,positive
lightweight_champion,positive
lightweight_concrete,positive
lightweight_fabric,positive
lightweight_knight_protection,positive
lightweight_metal,positive
lightweight_plastic,positive
lightwell,positive
lignite,positive
ligue_nationale_du,negative
likability,positive
likable,positive
like-thinking,negative
likeability,positive
likeable,positive
liked,positive
likelihood,negative
likely,positive
likely_discover_truth,positive
likeness,negative
likening,negative
likert,positive
likert_scale,positive
likert_type,positive
likert_type_scale,positive
liking,positive
lil,positive
lil_buck,negative
lilac,positive
lilith,negative
lilium_martagon,negative
liljenquist,positive
lille,negative
lilliput,negative
lilliputian,negative
lilo_stitch,positive
lilt,positive
