Tweets/Message,Matched Words,Positive Word Frequency,Negative Word Frequency,Tweet Polarity
technical instructor  education programs amazon web services canada in toronto ontario apply here cfmjobs hiring hiringnow nowhiring job jobs careers jobopening jobopenings jobhunting jobseekersshared courtesy  ,"['technical', 'instructor', 'education', 'amazon', 'web', 'in', 'apply', 'job', 'courtesy']",7,2,POSITIVE
technical instructor  education programs amazon web services canada in toronto ontario apply here httpstcopj5ez07mamcfmjobs hiring hiringnow nowhiring job jobs careers jobopening jobopenings jobhunting jobseekersshared courtesy httpstcodkm4lh0ql1 httpstco4eewgoj1m4,"['technical', 'instructor', 'education', 'amazon', 'web', 'in', 'apply', 'job', 'courtesy']",7,2,POSITIVE
have you registered for our webinar tomorrow at 2pm we will be joined by timsothern partner with bdocanada to discuss frequent questions from clients as they deal with the economic impacts of the covid19 pandemicregister your free spot  ,"['have', 'for', 'tomorrow', 'partner', 'to', 'discuss', 'frequent', 'deal', 'the', 'economic', 'of', 'free', 'spot']",14,0,POSITIVE
thousands of students across ottawa are still lacking the tools to access online learning and are being told to either wait or head to a school parking lot to do their work covid19 education edtech teachers students parents ottawa ,"['of', 'are', 'still', 'lacking', 'the', 'to', 'access', 'online', 'learning', 'wait', 'head', 'school', 'lot', 'do', 'work', 'education']",15,5,POSITIVE
realjameswoods jack james it says eventually the fund will shift its attention to funding girls health and education and universal basic income so im sorry but not impressedhes funding abortion and socialism basically,"['the', 'fund', 'shift', 'attention', 'to', 'funding', 'health', 'education', 'universal', 'basic', 'income', 'sorry', 'abortion', 'socialism', 'basically']",14,2,POSITIVE
jack when all mankind shall receive the same opportunity of education and the equality of men and women be realized the foundations of war will be utterly destroyedthe promulgation of universal peace abdulbah during his visit to the united states and canada in 1912,"['all', 'mankind', 'receive', 'the', 'same', 'opportunity', 'of', 'education', 'equality', 'war', 'utterly', 'promulgation', 'universal', 'peace', 'visit', 'to', 'in']",19,4,POSITIVE
please help promote this bursary providing support to first nations mtis and inuit students pursuing graduate postsecondary education in canada share this message with students who may be eligible deadline is july 31 at midnight contact cfstudentawards for more info ,"['please', 'help', 'promote', 'bursary', 'support', 'to', 'first', 'pursuing', 'graduate', 'education', 'in', 'share', 'message', 'eligible', 'deadline', 'midnight', 'contact', 'for', 'info']",17,2,POSITIVE
i was homeschooled in the 1980s because of substandard education and severe bullying in our rural school and even in canada i ran into a few of those types although our core group was mostly the crunchy granola hippie set,"['in', 'the', 'of', 'substandard', 'education', 'severe', 'bullying', 'rural', 'school', 'few', 'those', 'core', 'group', 'mostly', 'crunchy', 'granola', 'hippie', 'set']",14,8,POSITIVE
scubamysteve dmlamont thelaurenchen it does because thats when canada publicized most of its healthcare industry being a less healthy country on the whole directly ties into education and healthcares relationship to it how information on health disseminates etc the literature is pretty clear that its better,"['of', 'healthcare', 'industry', 'less', 'healthy', 'country', 'the', 'whole', 'directly', 'education', 'relationship', 'to', 'information', 'health', 'literature', 'pretty', 'clear', 'better']",17,2,POSITIVE
in response to the increasing health effects of climatechange climate change the canadian association of schools of nursing casn with funding from the public health agency of canada has created httpstcoonemhkwwqg httpstcoydx6yne9zb,"['in', 'response', 'to', 'the', 'increasing', 'health', 'of', 'climate', 'change', 'association', 'nursing', 'funding', 'public', 'agency']",19,1,POSITIVE
study in canadaeducation visa canada immigration ,"['study', 'in', 'visa', 'immigration']",4,0,POSITIVE
indigenous canada course free online hey you stuck at home lots free time here is free education to decolonize your mind or just learn about indigenous people from indigenous scholars educationforequality educationforall edcuation,"['indigenous', 'course', 'free', 'online', 'hey', 'stuck', 'home', 'time', 'education', 'to', 'mind', 'just', 'learn', 'people']",16,2,POSITIVE
thousands of students across ottawa are still lacking the tools to access online learning and are being told to either wait or head to a school parking lot to do their work covid19 education edtech teachers students parents ottawa httpstcoxrxiotvx2y,"['of', 'are', 'still', 'lacking', 'the', 'to', 'access', 'online', 'learning', 'wait', 'head', 'school', 'lot', 'do', 'work', 'education']",15,5,POSITIVE
know how idps online virtual fair is helping the students in clearing their doubtsfrom the comfort of your home attend idps canada virtual fair amp get answers to all your queries regarding overseas educationvisit the link amp register for free httpstcolnng971stl httpstcotopa0lyqr6,"['know', 'online', 'fair', 'the', 'in', 'clearing', 'comfort', 'of', 'home', 'attend', 'get', 'to', 'all', 'overseas', 'link', 'register', 'for', 'free']",19,2,POSITIVE
top 10 sites to learn excel for free sites for free online education sites for your career sites to review your resume for free indemand jobs in canada in 2019 certificates in canada in 2019 sites for interview preparation tech skills in demand in 2019thread,"['top', 'to', 'learn', 'excel', 'for', 'free', 'online', 'education', 'career', 'review', 'resume', 'in', 'interview', 'preparation', 'tech', 'demand']",28,0,POSITIVE
hundreds of students in northern ontario dont have internet at home cant connect with online education  cbc news httpstcodc2pq2ukcn,"['of', 'in', 'have', 'internet', 'home', 'connect', 'online', 'education', 'news']",8,1,POSITIVE
nfbeducation my favourite is canada vignettes men of the deeps cape breton  via thenfb,"['of', 'the', 'cape', 'via']",3,1,POSITIVE
brilliant to know these guys will be influencing mixed ability sports education in canada and ireland in the next few weeks httpstcoifzxu9c3kc,"['brilliant', 'to', 'know', 'mixed', 'ability', 'sports', 'education', 'in', 'the', 'next', 'few']",8,4,POSITIVE
justintrudeau how about this take care of our kids and write off their education loans while we take care of the sick doctors in particular in canada are self employed without any benefits time to make a grand gesture canadianpm justintrudeau httpstcowcyipy1wfa,"['take', 'care', 'of', 'write', 'off', 'education', 'the', 'sick', 'in', 'particular', 'are', 'self', 'without', 'time', 'to', 'make', 'grand', 'gesture']",19,3,POSITIVE
calgary board of education says fee refunds wont come until may or june  ,"['board', 'of', 'education', 'fee', 'come']",4,1,POSITIVE
born  august 2 1999age20           torontoontario canadanationality  canadian othernames  lee minhyungeducation  school of performing                     arts seouloccupation  rapper singer and                        songwriter,"['born', 'school', 'of', 'rapper', 'singer', 'songwriter']",6,0,POSITIVE
roxymeloni sanclementejedi survivingmyway run4urmny canadas constitution contains numerous rights for frenchspeakers such as the right to receive an education in french and to receive official government services in french including in the courts also all federal laws and regulations must be published in french,"['constitution', 'numerous', 'for', 'the', 'right', 'to', 'receive', 'education', 'in', 'french', 'official', 'government', 'including', 'all', 'federal']",18,5,POSITIVE
top 10 sites to learn excel for free sites for free online education sites for your career sites to review your resume for free indemand jobs in canada in 2019 certificates in canada in 2019 sites for interview preparation tech skills in demand in 2019thread,"['top', 'to', 'learn', 'excel', 'for', 'free', 'online', 'education', 'career', 'review', 'resume', 'in', 'interview', 'preparation', 'tech', 'demand']",28,0,POSITIVE
do you have international education and work experience learn how to stand out and successfully integrate into the canadian workforce with free workplace preparation at mohawk collegecontact us to learn more  ,"['do', 'have', 'international', 'education', 'work', 'experience', 'learn', 'to', 'stand', 'out', 'successfully', 'integrate', 'the', 'workforce', 'free', 'workplace', 'preparation']",16,3,POSITIVE
the virtualroundtable is on we have representatives from the un ohchr for centralasia the lawyers rights watch canada and end water poverty uk discussing the right to water and education during the covid19 crisis,"['the', 'have', 'for', 'watch', 'end', 'water', 'poverty', 'uk', 'right', 'to', 'education', 'crisis']",13,4,POSITIVE
